semantic_tokens,IsHatespeech,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,sentiment_label,sentiment_score
"['PEOPLE', 'SAY', 'BLACK', 'PLAY', 'VICTIM', 'ACCORD', 'COMMENT', 'FAULT', 'ELECT', 'OFFICAL', 'RACIST', 'WHITE', 'GOOD', 'THING', 'GO', 'RACIST', 'WHITE', 'FOLK', 'POINT', 'FINGER', 'TAKE', 'PUNK', 'BITCH', 'POWER', 'GOIN', 'BACK', 'RACISM', 'DEPORT', 'ELSE']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.9651193618774414
"['DUMB', 'FUCK', 'SCREW', 'FELLOW', 'CITIZEN', 'INSTEAD', 'PROTEST', 'POLICE']",False,True,True,False,False,False,False,False,False,False,False,False,NEGATIVE,0.954628586769104
"['BLACK', 'OFFICER', 'SHOOT', 'WHITE', 'GUY', 'FINE', 'BLACK', 'PEOPLE', 'RACIST']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.9379742741584778
"['PEGGY', 'WATCH', 'LIFE', 'LEADERSHIP', 'REVOLUTION', 'VIDEO', 'PEOPLE', 'SMART', 'GOOD', 'MENTOR', 'REALLY', 'THINK', 'RESEARCH', 'TRAINING', 'GREAT', 'LEADER', 'KEEP', 'GREAT', 'WORK']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9420843124389648
"['WHITE', 'RACE', 'RACIST', 'RACE']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.97259122133255
"['MOLYNEUX', 'RECITE', 'RAP', 'LYRIC', 'INTENSE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9418596625328064
"['PEOPLE', 'SHOOT', 'EVERYDAY', 'COME', 'ONE', 'GET', 'ATTENTION']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.8980563879013062
"['LOL', 'HAPPEN', 'GREEDY', 'RICH', 'SLIME', 'KEEP', 'MASSE', 'UNEDUCATED', 'IGNORANT', 'DEAL', 'STUPID', 'CREATE', 'TRY', 'REASON', 'IRRATIONAL', 'EXERCISE', 'FUTILITY', 'GET', 'POPCORN', 'READY', 'BOIL', 'FALL', 'TALK', 'FALL', 'WALK']",False,True,True,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9681896567344666
"['BELIEVE', 'RECITE', 'MUSIC', 'LISTEN', 'COP', 'USE', 'EXCESSIVE', 'FORCE', 'COP', 'BECOME', 'JUDGE', 'JURY', 'EXECUTIONER', 'SOCIETY', 'SCREW', 'ISSUE', 'COP', 'TRAIN', 'ESCALATION', 'FORCE', 'USE', 'NON', 'LETHAL', 'MEAN', 'APPREHEND', 'CIVILIAN', 'SUSPECT']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9469680786132812
"['INJUSTICE', 'WHITE', 'KID', 'EXCUSE']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9702468514442444
"['CHARGE', 'ARMED', 'COP', 'DANGEROUS', 'WEAPON']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.8689059019088745
"['FUCKING', 'COMMIE', 'EVEN', 'KNOW', 'HAPPEN']",False,True,True,False,False,True,False,False,False,False,False,False,NEGATIVE,0.9235031008720398
"['YET', 'REASON', 'POLICE', 'NEED', 'WEAR', 'AV', 'RECORDING', 'DEVICE', 'TIME', 'PEOPLE', 'WELL', 'REALLY', 'HELP', 'ENSURE', 'TRUTH', 'MAINTAIN', 'TIME', 'IMAGINE', 'OFFICER', 'POV', 'CAMERA', 'SHOW', 'SITUATION']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9697046875953674
"['HATE', 'BASTERD', 'FUNNY', 'TRY', 'PUSH', 'FLIP', 'BACK', 'TOP', 'HACOPCARCANSTILLFIGHTBACK']",False,True,True,False,False,False,False,False,False,False,False,False,NEGATIVE,0.967337965965271
"['GET', 'PROTEST', 'LIKE', 'WRONG', 'PEOPLE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9534768462181092
['HQ'],False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9057698249816896
"['TIME', 'INTERVIEW', 'PERSON', 'NOTICE', 'GHETTO', 'CLEARLY', 'SEE', 'EDUCATION', 'PRESCHOOLER', 'EVER', 'PROTEST', 'INCREDIBLE', 'STUPID', 'STUFF', 'DISAPPOINT', 'RESPECT', 'IGNORANT', 'BLACK', 'PEOPLE', 'ALWAYS', 'RUIN', 'THING', 'SAY', 'ALWAYS', 'VICTIM', 'WAKE', 'STUPID', 'GUY', 'ONE', 'MAKE', 'LOOK', 'STUPID']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.9649081230163574
"['BASICALLY', 'TALK', 'BLACK', 'LIFE', 'MATTER', 'GUESS', 'LOOT', 'RIOTING', 'TAKE', 'PLACE', 'ASSHOLE', 'ROB', 'DRUG', 'COMMUNITY', 'HIT', 'POINT', 'BELIEVE', 'POLICE', 'BRUTALITY', 'WANT', 'REFORM', 'KNOW', 'RACISM', 'ALSO', 'KNOW', 'GO', 'TAKE', 'FUCKING', 'SECOND', 'LOOK', 'BLACK', 'RIGHT', 'BLACK', 'PEOPLE', 'TAKE', 'STAND', 'SELF', 'DESTRUCTION']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9750569462776184
"['BLACK', 'LIFE', 'SPLATTER']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9317406415939332
"['WHITE', 'SUPREMACY', 'GOOD']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.9630166888237
"['WORD', 'PROVOCATEUR']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9354641437530518
"['READ', 'DUDE', 'RAP', 'GOOD', 'PART']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9685787558555604
"['FRIEND', 'KILL', 'MEAN', 'BURN', 'LOCAL', 'HOME', 'ITEM', 'SEEM', 'CORRECT']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9485572576522828
"['GUY', 'LITTLE', 'BIASED', 'SURE', 'MAYBE', 'BRING', 'FACT', 'TASER', 'USE', 'AVOID', 'FORENSIC', 'TELL', 'TRULY', 'HAPPEN', 'HIGHLY', 'DOUBT', 'NEED', 'SHOOT', 'TIME', 'CALL', 'BACK', 'ONE', 'SAY', 'COP', 'HERO', 'HANDLE', 'KID', 'ESPECIALLY', 'ACT', 'AGGRESSIVELY', 'SAY', 'COP', 'COMPLETELY', 'RIGHT', 'RACIST', 'STEFAN', 'COME', 'CRAZY', 'COP', 'HOLD', 'HIGH', 'STANDARD', 'FIRST', 'COP', 'MISTAKE', 'CALL', 'BACKUP', 'SECOND', 'TRY', 'GET', 'DOOR', 'RIGHT', 'KID', 'LOL', 'REMEMBER', 'TRAINING', 'GET', 'SPACE', 'HANDLE', 'SITUATION', 'WELL', 'UNCLE', 'COP', 'TELL', 'ALSO', 'TASER', 'FIRST', 'MOVE', 'CHARGE', 'EVEN', 'PURSUE', 'BLOCK', 'AWAY', 'WAIT', 'BACK']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9681702852249146
"['DUDE', 'KNOCK', 'PHONE', 'STEAL', 'FERGUSON']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.962718904018402
"['STUPID', 'ARAB', 'POLICE', 'SHOOT', 'APPREHEND', 'WORK', 'ATTACK']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.9486907124519348
"['CELL', 'PHONE', 'VIDEO', 'SHOW', 'ANYMORE', 'GET', 'SORRY', 'MESSAGE', 'SAY', 'PRIVATE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.902491331100464
"['WAIT', 'RIOT', 'PEOPLE', 'STAND', 'BOREDLY', 'SIDEWALK', 'GUY', 'GUN', 'MIDDLE', 'TRAFFIC']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9833784699440002
"['RACIST', 'PIECE', 'SHIT', 'REACH', 'JUSTIFY', 'MURDER', 'EXTREMELY', 'SHAMEFUL', 'SLANT', 'FACT', 'ORDER', 'JUSTIFY', 'RACIST', 'BIASED', 'VIEW']",False,True,True,False,False,True,False,False,False,False,False,False,NEGATIVE,0.9608723521232604
[],False,False,False,False,False,False,False,False,False,False,False,False,POSITIVE,0.9138098359107972
"['SHOW', 'TITLE', 'BELONG', 'HOST', 'NAME']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.990045130252838
"['LEGEND', 'STILL', 'YELL', 'MOVE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.952998697757721
"['BLACK', 'GET', 'PREJUDICE', 'EASILY']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.946940302848816
"['LOOOOOOOOOOOOOOOOOOOOOOOVE', 'COP', 'WITNESS', 'ALSO', 'CLUELESS', 'RIOT', 'ALSO', 'DECADE', 'POLICE', 'VIOLENCE', 'REPRESSION', 'AREAALSO', 'IGNORANT', 'EFFECT']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9311314821243286
"['GO', 'GIRL', 'LISTEN', 'TWICE', 'RETWEETE', 'TWICE', 'FIRST', 'GATEWAY', 'PUNDENT', 'SECOND', 'BLESS', 'GOD', 'SPEED', 'VID']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9705402255058287
"['DIRTBAG', 'INCLUDE']",False,True,True,False,False,False,False,False,False,False,False,False,NEGATIVE,0.981896996498108
"['THINK', 'GET', 'BUNCH', 'FACT', 'LEAN', 'MAKE', 'SKITTLE', 'ICED', 'TEA', 'KNOW', 'ROBBERY', 'VIDEO', 'BUNCH', 'POPPY', 'COCK', 'THANK', 'WASTE', 'TIME']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9797301292419434
"['PEOPLE', 'SEE', 'MISSISSIPPI', 'BURN', 'WAY', 'MANY', 'TIME']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.981839954853058
"['TIME', 'WANT', 'SEE', 'SNIPER', 'BUSH', 'START', 'PICK']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9874336123466492
"['COP', 'PIG']",False,True,True,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9038711786270142
"['GET', 'TIME', 'WORK']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9927990436553956
"['POLICE', 'CHARGE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.7787613868713379
"['WANT', 'JUSTICE', 'SEE', 'MOB', 'MENTALITY', 'ACTION', 'GUILTY', 'MATTER', 'GRAND', 'JURY', 'SAY', 'MATTER', 'EVIDENCE', 'SAY', 'LET', 'HANG', 'NEAR', 'TREE', 'OFFICER', 'RIGHT', 'NEED', 'LEARN', 'SPEAK', 'PROPER', 'ENGLISH', 'GET', 'JOB', 'BIG', 'RACEST', 'WHITE', 'CROWD', 'JAIL']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.9584385752677916
"['HAPPEN', 'DRIVE', 'COP', 'SHIT', 'MESS', 'LET', 'FINISH', 'SAY', 'NEED', 'GET', 'HOME', 'WORK', 'SEE', 'LONG', 'LINE', 'CAR', 'HOLD', 'PEOPLE', 'BULLSHIT']",False,True,True,True,True,False,False,False,False,False,False,False,NEGATIVE,0.9304917454719543
"['ARREST', 'BLOCK', 'HIGHWAY', 'WANT', 'PROTEST', 'SOMEWHERE', 'ELSE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.8919137716293335
['BLACK'],True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.7792314887046814
"['TRUE', 'DICTATORSHIP', 'LET', 'WAIT', 'CHECK', 'COUTRIE', 'START', 'SANCTION', 'GOVERNMENT', 'GUESS', 'NONE', 'COUNTRY', 'CORRUPTED', 'COUNTRY', 'WORLD']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9637203216552734
"['TURN', 'AUTOTUNE', 'RAP', 'SONG']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9871086478233336
['HOAX'],False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.912373960018158
"['COUNTY', 'GO', 'BACK', 'COUNTY', 'B']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.9741878509521484
"['TIP', 'HAT']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9935478568077089
"['PICK', 'GUN', 'KILL', 'COP', 'ALREADY', 'STYLE']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9600789546966552
"['SAD', 'DISGRACE', 'BLACK', 'PEOPLE']",False,True,True,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9021048545837402
"['FURGUSUN', 'UNITID', 'STATETH', 'RETARD', 'START', 'VIOLENT', 'PROTEST', 'TRY', 'PAWN', 'POLICE', 'STATE', 'LIE', 'COP', 'ARRIVE']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9686797857284546
"['THUG', 'WORK', 'FEDEX', 'HOUSE', 'SERVE', 'WARRANT', 'VIDEO', 'BRANDISH', 'GUN', 'SHOOT', 'BACK', 'ILLEGAL', 'POLICE', 'OFFICER', 'RELEASE', 'DATUM', 'KNOW', 'SHOOT', 'KILL', 'ERROR', 'BALLBEY', 'CRIMINAL', 'RECORD', 'HUBBARD', 'ILLEGAL', 'GO', 'NATIONAL', 'TV', 'SLANDER', 'BALLBEY', 'SON', 'FRANKLY', 'SUE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9543542861938475
"['LOVE', 'SAEM', 'THING', 'GO', 'PEGGY', 'STUPID', 'YA', 'KILL', 'SELF', 'QUICK', 'STLPD', 'EVER', 'WAKEUP']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9785556793212892
"['UPDATE', 'APOLOGIZE', 'FAIR', 'REPORT']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9658858180046082
"['COME', 'OFFICER', 'THING', 'CHARGE', 'OFFICER', 'PERSON', 'FOOT', 'AWAY', 'EYEWITNESS', 'SAY']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9371910691261292
"['PROTECT', 'SERVE', 'PEOPLE', 'GUY', 'DESERVE', 'KILL', 'CRY']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.913325309753418
"['LIBERAL', 'NONSENSE']",True,True,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.905820608139038
"['FEEL', 'THIRSTY', 'VIOLENCE', 'RATHER', 'KNOWLEDGE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9756075143814088
"['JOB', 'FUCK', 'LOSER', 'GET', 'WAY']",False,True,True,False,False,False,False,False,False,False,False,False,NEGATIVE,0.944324254989624
"['PLENTY', 'WHITE', 'PEOPLE', 'CARE', 'EXACT', 'VIEW', 'WOMAN', 'DEEM', 'RACIST', 'STOP', 'CARE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9218733906745912
"['LEAVE', 'VIDEO', 'SOMETIMES', 'TRUTH', 'HURT', 'THANK', 'POST', 'VIDEO']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9866334199905396
"['THINK', 'DEAL', 'SITUATION', 'DRIVER', 'WORK', 'THING', 'COME', 'GET', 'CAR', 'GET', 'DRIVER', 'STOPPE', 'CAR', 'COME', 'CLEAN', 'ROAD', 'SELF', 'JUSTICE', 'SUPPORT', 'IRRATIONALLY', 'RATIONALLY']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9705864787101746
"['MOVE', 'TAZE', 'ARREST']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9965673685073853
"['AUDIT', 'FERGUSON', 'POLICE', 'DEPARTMENT', 'FIND', 'COUNT', 'EXCESSIVE', 'USE', 'POLICE', 'FORCE', 'ADDITION', 'FIND', 'EMAIL', 'CONTAIN', 'DISCRIMINATORY', 'LANGUAGE', 'DEPARTMENT', 'COMPUTER', 'FEDERAL', 'GOVERNMENT', 'PURSUE', 'CRIMINAL', 'CASE', 'FERGUSON', 'POLICE', 'DEPARTMENT', 'WONDER', 'TRY', 'DEFEND', 'ONE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9512159824371338
"['LOOK', 'DEEP', 'HAPPEN', 'BLACK', 'PEOPLE', 'PUT', 'BLACK', 'PEOPLE', 'SITUATION', 'BLACK', 'PEOPLE', 'HOPE', 'LEARN', 'HISTORY']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9113275408744812
['UNEMPLOYED'],False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9391010999679564
"['MANY', 'SHOT', 'DISABLE', 'MAN', 'OFFICER', 'FEEL', 'THREATENED', 'CALL', 'BACKUP', 'MANY', 'SHOT', 'MAN', 'CONTINUE', 'THREATEN', 'TRANSCRIPT', 'WITNESS', 'EVIDENCE', 'RELEASE', 'SEEM', 'QUESTION', 'UNANSWERED', 'ANSWER', 'PRAY', 'INVOLVE', 'FIND', 'PEACE', 'TERRIBLE', 'ENCOUNTER', 'AMAN']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9596158862113952
"['HUGE', 'WISDOM', 'EAR', 'LISTEN']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.940033495426178
"['BLESS', 'POLICE']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.8468184471130371
"['LET', 'REVERSE', 'ROLL', 'BLACK', 'RACIST', 'COP', 'RICH', 'WHITE', 'PROVE', 'RACIST', 'WHITE', 'MAN', 'PISS', 'INTOLERABLE', 'CONDITION', 'UNLOAD', 'SEVERAL', 'CLIP', 'HIGH', 'CALIBER', 'AMMO', 'POINT', 'BLANK', 'RANGE', 'AUDACITY', 'QUESTION', 'AUTHORITY', 'NEED', 'FULL', 'ALERT', 'ELITIST', 'AGENDA', 'SET', 'PRESIDENT', 'QUESTION', 'AUTHORITY', 'ELITIST', 'UPPERCLASS', 'PROBLEM', 'PRISON', 'CULTURE', 'DRUG', 'CARTEL', 'EXPORT', 'JOB', 'IMPORT', 'CHEAP', 'LABOR', 'ELITIST', 'BAIL', 'SUPPORT', 'CORRUPT', 'SYSTEM', 'TURN', 'AROUND', 'GET', 'RACE', 'ISSUE', 'GOVT', 'INCITE', 'DIVIDE', 'WORK', 'CLASS', 'HARDLY', 'CALL', 'WORK', 'CLASS', 'GOVT', 'PUT', 'WORK', 'HOMELESS', 'CLASS', 'LET', 'GET', 'WESTERN', 'HISTORY', 'ROLE', 'BIG', 'MONEY', 'PLAY', 'CLUSTERFUCK', 'DESIGN', 'DESTROY', 'NATION', 'DESTROY', 'POINT', 'GET', 'BACK', 'ASK']",True,True,False,False,False,False,True,False,False,False,False,False,NEGATIVE,0.9597959518432616
"['GLAD', 'PROTESTOR', 'AFFECT', 'MANY', 'PEOPLE', 'GIVE', 'PUBLIC', 'REASON', 'HATE']",False,True,True,False,True,False,False,False,False,False,False,False,NEGATIVE,0.9165878295898438
"['NEED', 'GET', 'SHIT', 'STRAIGHT', 'NEVER', 'WEAPON', 'POINT', 'VID', 'READY', 'POSITION', 'RIOT', 'UNDERSTANDABLE', 'COURSE', 'ACTION', 'ONE', 'KNOW']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9241018891334534
"['DESERVE', 'KILL', 'SMOKE', 'GANG', 'SIGN', 'ALLEGEDLY', 'STEAL', 'CIGAR']",False,False,False,False,False,False,False,False,False,False,False,False,NEGATIVE,0.9147726893424988
